Posição,municipio,Estado,População,cidade,uf,pais
4586º,Santana do Riacho,Minas Gerais,4 334,santana-do-riacho,mg,Brasil
4587º,Passagem Franca do Piauí,Piauí,4 331,passagem-franca-do-piaui,pi,Brasil
4588º,Pracinha,São Paulo,4 327,pracinha,sp,Brasil
4589º,Nova Itaberaba,Santa Catarina,4 327,nova-itaberaba,sc,Brasil
4590º,Matrinchã,Goiás,4 321,matrincha,go,Brasil
4591º,Sebastião Leal,Piauí,4 311,sebastiao-leal,pi,Brasil
4592º,Pinhal Grande,Rio Grande do Sul,4 309,pinhal-grande,rs,Brasil
4593º,Riacho Frio,Piauí,4 306,riacho-frio,pi,Brasil
4594º,Ponto Chique,Minas Gerais,4 305,ponto-chique,mg,Brasil
4595º,Nova Santa Bárbara,Paraná,4 304,nova-santa-barbara,pr,Brasil
4596º,Francisco Ayres,Piauí,4 300,francisco-ayres,pi,Brasil
4597º,Paraná,Rio Grande do Norte,4 298,parana,rn,Brasil
4598º,Itapirapuã Paulista,São Paulo,4 294,itapirapua-paulista,sp,Brasil
4599º,Ocauçu,São Paulo,4 294,ocaucu,sp,Brasil
4600º,Serra Azul de Minas,Minas Gerais,4 292,serra-azul-de-minas,mg,Brasil
4601º,São José da Safira,Minas Gerais,4 291,sao-jose-da-safira,mg,Brasil
4602º,Marquinho,Paraná,4 283,marquinho,pr,Brasil
4603º,São Francisco do Oeste,Rio Grande do Norte,4 281,sao-francisco-do-oeste,rn,Brasil
4604º,Planaltina do Paraná,Paraná,4 281,planaltina-do-parana,pr,Brasil
4605º,Vila Nova do Sul,Rio Grande do Sul,4 274,vila-nova-do-sul,rs,Brasil
4606º,Campo Novo,Rio Grande do Sul,4 273,campo-novo,rs,Brasil
4607º,Bom Jesus da Penha,Minas Gerais,4 270,bom-jesus-da-penha,mg,Brasil
4608º,Arabutã,Santa Catarina,4 268,arabuta,sc,Brasil
4609º,Aporé,Goiás,4 266,apore,go,Brasil
4610º,Prata,Paraíba,4 265,prata,pb,Brasil
4611º,União de Minas,Minas Gerais,4 265,uniao-de-minas,mg,Brasil
4612º,Pescador,Minas Gerais,4 261,pescador,mg,Brasil
4613º,Brás Pires,Minas Gerais,4 255,bras-pires,mg,Brasil
4614º,Maximiliano de Almeida,Rio Grande do Sul,4 254,maximiliano-de-almeida,rs,Brasil
4615º,Fortaleza dos Valos,Rio Grande do Sul,4 252,fortaleza-dos-valos,rs,Brasil
4616º,Novo Cabrais,Rio Grande do Sul,4 246,novo-cabrais,rs,Brasil
4617º,Marcelino Ramos,Rio Grande do Sul,4 239,marcelino-ramos,rs,Brasil
4618º,Barra do Quaraí,Rio Grande do Sul,4 238,barra-do-quarai,rs,Brasil
4619º,Divino de São Lourenço,Espírito Santo,4 236,divino-de-sao-lourenco,es,Brasil
4620º,Venha-Ver,Rio Grande do Norte,4 232,venha-ver,rn,Brasil
4621º,Três Palmeiras,Rio Grande do Sul,4 232,tres-palmeiras,rs,Brasil
4622º,Olho-d'Água do Borges,Rio Grande do Norte,4 231,olho-d'agua-do-borges,rn,Brasil
4623º,Ipiaçu,Minas Gerais,4 229,ipiacu,mg,Brasil
4624º,Cruzeiro do Iguaçu,Paraná,4 229,cruzeiro-do-iguacu,pr,Brasil
4625º,Modelo,Santa Catarina,4 227,modelo,sc,Brasil
4626º,Belém,Alagoas,4 226,belem,al,Brasil
4627º,Dona Emma,Santa Catarina,4 224,dona-emma,sc,Brasil
4628º,São José do Alegre,Minas Gerais,4 222,sao-jose-do-alegre,mg,Brasil
4629º,Cabrália Paulista,São Paulo,4 222,cabralia-paulista,sp,Brasil
4630º,Nova Luzitânia,São Paulo,4 217,nova-luzitania,sp,Brasil
4631º,Altair,São Paulo,4 211,altair,sp,Brasil
4632º,Caraúbas,Paraíba,4 206,caraubas,pb,Brasil
4633º,Dores do Turvo,Minas Gerais,4 202,dores-do-turvo,mg,Brasil
4634º,Alfredo Marcondes,São Paulo,4 201,alfredo-marcondes,sp,Brasil
4635º,Caiabu,São Paulo,4 195,caiabu,sp,Brasil
4636º,Riacho de Santana,Rio Grande do Norte,4 194,riacho-de-santana,rn,Brasil
4637º,Novo Barreiro,Rio Grande do Sul,4 185,novo-barreiro,rs,Brasil
4638º,Iporanga,São Paulo,4 180,iporanga,sp,Brasil
4639º,Tibau,Rio Grande do Norte,4 173,tibau,rn,Brasil
4640º,Anhumas,São Paulo,4 172,anhumas,sp,Brasil
4641º,São João do Cariri,Paraíba,4 170,sao-joao-do-cariri,pb,Brasil
4642º,Monte Castelo,São Paulo,4 166,monte-castelo,sp,Brasil
4643º,Carrasco Bonito,Tocantins,4 165,carrasco-bonito,to,Brasil
4644º,Doutor Pedrinho,Santa Catarina,4 164,doutor-pedrinho,sc,Brasil
4645º,Conquista d'Oeste,Mato Grosso,4 163,conquista-d'oeste,mt,Brasil
4646º,Teixeirópolis,Rondônia,4 160,teixeiropolis,ro,Brasil
4647º,São José do Sabugi,Paraíba,4 153,sao-jose-do-sabugi,pb,Brasil
4648º,Piedade de Ponte Nova,Minas Gerais,4 141,piedade-de-ponte-nova,mg,Brasil
4649º,São José do Barreiro,São Paulo,4 141,sao-jose-do-barreiro,sp,Brasil
4650º,Populina,São Paulo,4 136,populina,sp,Brasil
4651º,Nova Independência,São Paulo,4 135,nova-independencia,sp,Brasil
4652º,Capitão Gervásio Oliveira,Piauí,4 127,capitao-gervasio-oliveira,pi,Brasil
4653º,Paes Landim,Piauí,4 124,paes-landim,pi,Brasil
4654º,Aparecida d'Oeste,São Paulo,4 122,aparecida-d'oeste,sp,Brasil
4655º,Rio Branco do Ivaí,Paraná,4 121,rio-branco-do-ivai,pr,Brasil
4656º,Taquaraçu de Minas,Minas Gerais,4 120,taquaracu-de-minas,mg,Brasil
4657º,Mossâmedes,Goiás,4 120,mossamedes,go,Brasil
4658º,Jundiá,Alagoas,4 119,jundia,al,Brasil
4659º,Tocos do Moji,Minas Gerais,4 117,tocos-do-moji,mg,Brasil
4660º,Paranapuã,São Paulo,4 112,paranapua,sp,Brasil
4661º,São Miguel do Passa-Quatro,Goiás,4 105,sao-miguel-do-passa-quatro,go,Brasil
4662º,São Geraldo do Baixio,Minas Gerais,4 104,sao-geraldo-do-baixio,mg,Brasil
4663º,Major Sales,Rio Grande do Norte,4 102,major-sales,rn,Brasil
4664º,São José do Povo,Mato Grosso,4 102,sao-jose-do-povo,mt,Brasil
4665º,Mariápolis,São Paulo,4 098,mariapolis,sp,Brasil
4666º,Formoso,Goiás,4 098,formoso,go,Brasil
4667º,Veríssimo,Minas Gerais,4 090,verissimo,mg,Brasil
4668º,Lagoa do Piauí,Piauí,4 086,lagoa-do-piaui,pi,Brasil
4669º,Pau d'Arco do Piauí,Piauí,4 084,pau-d'arco-do-piaui,pi,Brasil
4670º,Marilac,Minas Gerais,4 079,marilac,mg,Brasil
4671º,Alto Alegre,São Paulo,4 078,alto-alegre,sp,Brasil
4672º,Santa Cruz de Salinas,Minas Gerais,4 074,santa-cruz-de-salinas,mg,Brasil
4673º,Dom Macedo Costa,Bahia,4 072,dom-macedo-costa,ba,Brasil
4674º,Corumbataí,São Paulo,4 072,corumbatai,sp,Brasil
4675º,Passos Maia,Santa Catarina,4 072,passos-maia,sc,Brasil
4676º,Conceição do Tocantins,Tocantins,4 070,conceicao-do-tocantins,to,Brasil
4677º,Novo Horizonte do Norte,Mato Grosso,4 069,novo-horizonte-do-norte,mt,Brasil
4678º,Rondolândia,Mato Grosso,4 069,rondolandia,mt,Brasil
4679º,Assunção,Paraíba,4 067,assuncao,pb,Brasil
4680º,Presidente Alves,São Paulo,4 067,presidente-alves,sp,Brasil
4681º,Suzanápolis,São Paulo,4 063,suzanapolis,sp,Brasil
4682º,Lagoa dos Patos,Minas Gerais,4 062,lagoa-dos-patos,mg,Brasil
4683º,Ribeirão Vermelho,Minas Gerais,4 061,ribeirao-vermelho,mg,Brasil
4684º,Porto Vitória,Paraná,4 057,porto-vitoria,pr,Brasil
4685º,Senador Modestino Gonçalves,Minas Gerais,4 056,senador-modestino-goncalves,mg,Brasil
4686º,Ilópolis,Rio Grande do Sul,4 054,ilopolis,rs,Brasil
4687º,Lucrécia,Rio Grande do Norte,4 053,lucrecia,rn,Brasil
4688º,Carrancas,Minas Gerais,4 052,carrancas,mg,Brasil
4689º,Santa Mônica,Paraná,4 052,santa-monica,pr,Brasil
4690º,Virmond,Paraná,4 051,virmond,pr,Brasil
4691º,Ibiquera,Bahia,4 047,ibiquera,ba,Brasil
4692º,Santa Cruz dos Milagres,Piauí,4 046,santa-cruz-dos-milagres,pi,Brasil
4693º,Inúbia Paulista,São Paulo,4 045,inubia-paulista,sp,Brasil
4694º,Bela Vista do Piauí,Piauí,4 044,bela-vista-do-piaui,pi,Brasil
4695º,Coivaras,Piauí,4 044,coivaras,pi,Brasil
4696º,Quatro Pontes,Paraná,4 043,quatro-pontes,pr,Brasil
4697º,Munhoz de Mello,Paraná,4 034,munhoz-de-mello,pr,Brasil
4698º,Witmarsum,Santa Catarina,4 032,witmarsum,sc,Brasil
4699º,Portelândia,Goiás,4 032,portelandia,go,Brasil
4700º,Marliéria,Minas Gerais,4 030,marlieria,mg,Brasil
4701º,Contendas do Sincorá,Bahia,4 025,contendas-do-sincora,ba,Brasil
4702º,Frutuoso Gomes,Rio Grande do Norte,4 015,frutuoso-gomes,rn,Brasil
4703º,Jateí,Mato Grosso do Sul,4 015,jatei,ms,Brasil
4704º,Goianá,Minas Gerais,4 014,goiana,mg,Brasil
4705º,Bom Sucesso de Itararé,São Paulo,4 013,bom-sucesso-de-itarare,sp,Brasil
4706º,Nova Nazaré,Mato Grosso,4 013,nova-nazare,mt,Brasil
4707º,Nossa Senhora das Graças,Paraná,4 009,nossa-senhora-das-gracas,pr,Brasil
4708º,Cumbe,Sergipe,4 008,cumbe,se,Brasil
4709º,Canhoba,Sergipe,4 003,canhoba,se,Brasil
4710º,Treviso,Santa Catarina,4 002,treviso,sc,Brasil
4711º,Kaloré,Paraná,3 996,kalore,pr,Brasil
4712º,Acaiaca,Minas Gerais,3 995,acaiaca,mg,Brasil
4713º,Lajedão,Bahia,3 993,lajedao,ba,Brasil
4714º,Boa Esperança,Paraná,3 991,boa-esperanca,pr,Brasil
4715º,Barcelona,Rio Grande do Norte,3 989,barcelona,rn,Brasil
4716º,Olivedos,Paraíba,3 989,olivedos,pb,Brasil
4717º,Mãe d'Água,Paraíba,3 988,mae-d'agua,pb,Brasil
4718º,Ibirapuitã,Rio Grande do Sul,3 988,ibirapuita,rs,Brasil
4719º,Santana do Deserto,Minas Gerais,3 985,santana-do-deserto,mg,Brasil
4720º,Bugre,Minas Gerais,3 984,bugre,mg,Brasil
4721º,Marques de Souza,Rio Grande do Sul,3 981,marques-de-souza,rs,Brasil
4722º,Espigão Alto do Iguaçu,Paraná,3 980,espigao-alto-do-iguacu,pr,Brasil
4723º,Porteirão,Goiás,3 979,porteirao,go,Brasil
4724º,Pedra do Indaiá,Minas Gerais,3 977,pedra-do-indaia,mg,Brasil
4725º,Salgadinho,Paraíba,3 975,salgadinho,pb,Brasil
4726º,Cafezal do Sul,Paraná,3 975,cafezal-do-sul,pr,Brasil
4727º,São Miguel do Aleixo,Sergipe,3 964,sao-miguel-do-aleixo,se,Brasil
4728º,Cajuri,Minas Gerais,3 961,cajuri,mg,Brasil
4729º,Barra d'Alcântara,Piauí,3 953,barra-d'alcantara,pi,Brasil
4730º,Jundiá,Rio Grande do Norte,3 945,jundia,rn,Brasil
4731º,Conceição da Barra de Minas,Minas Gerais,3 939,conceicao-da-barra-de-minas,mg,Brasil
4732º,Canavieira,Piauí,3 938,canavieira,pi,Brasil
4733º,Itaju,São Paulo,3 937,itaju,sp,Brasil
4734º,Santa Rosa de Lima,Sergipe,3 933,santa-rosa-de-lima,se,Brasil
4735º,Ewbank da Câmara,Minas Gerais,3 932,ewbank-da-camara,mg,Brasil
4736º,Paquetá,Piauí,3 931,paqueta,pi,Brasil
4737º,Pedras Grandes,Santa Catarina,3 931,pedras-grandes,sc,Brasil
4738º,Gameleira de Goiás,Goiás,3 923,gameleira-de-goias,go,Brasil
4739º,Santana de Cataguases,Minas Gerais,3 909,santana-de-cataguases,mg,Brasil
4740º,Jaú do Tocantins,Tocantins,3 906,jau-do-tocantins,to,Brasil
4741º,Areias,São Paulo,3 906,areias,sp,Brasil
4742º,Quadra,São Paulo,3 902,quadra,sp,Brasil
4743º,Iraceminha,Santa Catarina,3 901,iraceminha,sc,Brasil
4744º,Pilões,Rio Grande do Norte,3 900,piloes,rn,Brasil
4745º,Caldazinha,Goiás,3 900,caldazinha,go,Brasil
4746º,Jaborá,Santa Catarina,3 899,jabora,sc,Brasil
4747º,São José de Princesa,Paraíba,3 898,sao-jose-de-princesa,pb,Brasil
4748º,Pontão,Rio Grande do Sul,3 898,pontao,rs,Brasil
4749º,Leópolis,Paraná,3 896,leopolis,pr,Brasil
4750º,Mariana Pimentel,Rio Grande do Sul,3 892,mariana-pimentel,rs,Brasil
4751º,Minduri,Minas Gerais,3 891,minduri,mg,Brasil
4752º,Conselheiro Mairinck,Paraná,3 891,conselheiro-mairinck,pr,Brasil
4753º,Pareci Novo,Rio Grande do Sul,3 885,pareci-novo,rs,Brasil
4754º,São Pedro da Serra,Rio Grande do Sul,3 881,sao-pedro-da-serra,rs,Brasil
4755º,Hugo Napoleão,Piauí,3 880,hugo-napoleao,pi,Brasil
4756º,Poço Dantas,Paraíba,3 877,poco-dantas,pb,Brasil
4757º,Indiaporã,São Paulo,3 876,indiapora,sp,Brasil
4758º,Amaralina,Goiás,3 875,amaralina,go,Brasil
4759º,Xavantina,Santa Catarina,3 873,xavantina,sc,Brasil
4760º,Atalaia,Paraná,3 871,atalaia,pr,Brasil
4761º,Medeiros,Minas Gerais,3 861,medeiros,mg,Brasil
4762º,Santo Antônio do Grama,Minas Gerais,3 861,santo-antonio-do-grama,mg,Brasil
4763º,Putinga,Rio Grande do Sul,3 861,putinga,rs,Brasil
4764º,São Geraldo da Piedade,Minas Gerais,3 860,sao-geraldo-da-piedade,mg,Brasil
4765º,São José do Divino,Minas Gerais,3 851,sao-jose-do-divino,mg,Brasil
4766º,Vista Serrana,Paraíba,3 850,vista-serrana,pb,Brasil
4767º,São Valério da Natividade,Tocantins,3 848,sao-valerio-da-natividade,to,Brasil
4768º,Varjão,Goiás,3 848,varjao,go,Brasil
4769º,Rio Crespo,Rondônia,3 843,rio-crespo,ro,Brasil
4770º,Pejuçara,Rio Grande do Sul,3 840,pejucara,rs,Brasil
4771º,São Francisco,Sergipe,3 837,sao-francisco,se,Brasil
4772º,Campina do Simão,Paraná,3 831,campina-do-simao,pr,Brasil
4773º,Campo Azul,Minas Gerais,3 830,campo-azul,mg,Brasil
4774º,Redenção da Serra,São Paulo,3 827,redencao-da-serra,sp,Brasil
4775º,Fátima,Tocantins,3 824,fatima,to,Brasil
4776º,Brejo do Piauí,Piauí,3 824,brejo-do-piaui,pi,Brasil
4777º,Cotiporã,Rio Grande do Sul,3 824,cotipora,rs,Brasil
4778º,Santa Isabel,Goiás,3 821,santa-isabel,go,Brasil
4779º,Itapiratins,Tocantins,3 814,itapiratins,to,Brasil
4780º,Meridiano,São Paulo,3 813,meridiano,sp,Brasil
4781º,Brazabrantes,Goiás,3 812,brazabrantes,go,Brasil
4782º,Quinze de Novembro,Rio Grande do Sul,3 810,quinze-de-novembro,rs,Brasil
4783º,Aurora do Tocantins,Tocantins,3 809,aurora-do-tocantins,to,Brasil
4784º,Santo Inácio do Piauí,Piauí,3 809,santo-inacio-do-piaui,pi,Brasil
4785º,Santa Fé de Minas,Minas Gerais,3 806,santa-fe-de-minas,mg,Brasil
4786º,Prado Ferreira,Paraná,3 806,prado-ferreira,pr,Brasil
4787º,Pedra Branca,Paraíba,3 802,pedra-branca,pb,Brasil
4788º,Guarani de Goiás,Goiás,3 801,guarani-de-goias,go,Brasil
4789º,Santa Lúcia,Paraná,3 795,santa-lucia,pr,Brasil
4790º,Braço do Trombudo,Santa Catarina,3 794,braco-do-trombudo,sc,Brasil
4791º,São João do Itaperiú,Santa Catarina,3 784,sao-joao-do-itaperiu,sc,Brasil
4792º,Alvarenga,Minas Gerais,3 783,alvarenga,mg,Brasil
4793º,Diogo de Vasconcelos,Minas Gerais,3 779,diogo-de-vasconcelos,mg,Brasil
4794º,Nazaré,Tocantins,3 772,nazare,to,Brasil
4795º,São Brás do Suaçuí,Minas Gerais,3 770,sao-bras-do-suacui,mg,Brasil
4796º,Guapirama,Paraná,3 767,guapirama,pr,Brasil
4797º,Santo Antônio do Itambé,Minas Gerais,3 763,santo-antonio-do-itambe,mg,Brasil
4798º,Tesouro,Mato Grosso,3 761,tesouro,mt,Brasil
4799º,Rancho Alegre,Paraná,3 760,rancho-alegre,pr,Brasil
4800º,Guarará,Minas Gerais,3 755,guarara,mg,Brasil
4801º,Nova Santa Helena,Mato Grosso,3 755,nova-santa-helena,mt,Brasil
4802º,Santana dos Montes,Minas Gerais,3 753,santana-dos-montes,mg,Brasil
4803º,Itutinga,Minas Gerais,3 749,itutinga,mg,Brasil
4804º,Mutunópolis,Goiás,3 749,mutunopolis,go,Brasil
4805º,Caiçara do Rio do Vento,Rio Grande do Norte,3 745,caicara-do-rio-do-vento,rn,Brasil
4806º,Capão do Cipó,Rio Grande do Sul,3 745,capao-do-cipo,rs,Brasil
4807º,Nova Roma do Sul,Rio Grande do Sul,3 743,nova-roma-do-sul,rs,Brasil
4808º,Elisiário,São Paulo,3 742,elisiario,sp,Brasil
4809º,Heitoraí,Goiás,3 742,heitorai,go,Brasil
4810º,Campanário,Minas Gerais,3 739,campanario,mg,Brasil
4811º,Água Santa,Rio Grande do Sul,3 738,agua-santa,rs,Brasil
4812º,Jaboticaba,Rio Grande do Sul,3 738,jaboticaba,rs,Brasil
4813º,São José do Peixe,Piauí,3 737,sao-jose-do-peixe,pi,Brasil
4814º,Lajedinho,Bahia,3 735,lajedinho,ba,Brasil
4815º,Matutina,Minas Gerais,3 733,matutina,mg,Brasil
4816º,Paraú,Rio Grande do Norte,3 732,parau,rn,Brasil
4817º,Paim Filho,Rio Grande do Sul,3 731,paim-filho,rs,Brasil
4818º,Lizarda,Tocantins,3 727,lizarda,to,Brasil
4819º,Saltinho,Santa Catarina,3 727,saltinho,sc,Brasil
4820º,Malhada dos Bois,Sergipe,3 715,malhada-dos-bois,se,Brasil
4821º,Cacimba de Areia,Paraíba,3 708,cacimba-de-areia,pb,Brasil
4822º,Piquerobi,São Paulo,3 706,piquerobi,sp,Brasil
4823º,Nova Alvorada,Rio Grande do Sul,3 698,nova-alvorada,rs,Brasil
4824º,Campo Bonito,Paraná,3 694,campo-bonito,pr,Brasil
4825º,Macedônia,São Paulo,3 686,macedonia,sp,Brasil
4826º,Córrego do Bom Jesus,Minas Gerais,3 685,corrego-do-bom-jesus,mg,Brasil
4827º,Chiapetta,Rio Grande do Sul,3 684,chiapetta,rs,Brasil
4828º,Ouro Verde de Goiás,Goiás,3 679,ouro-verde-de-goias,go,Brasil
4829º,Edealina,Goiás,3 678,edealina,go,Brasil
4830º,Tabuleiro,Minas Gerais,3 669,tabuleiro,mg,Brasil
4831º,Presidente Kennedy,Tocantins,3 668,presidente-kennedy,to,Brasil
4832º,Catas Altas da Noruega,Minas Gerais,3 665,catas-altas-da-noruega,mg,Brasil
4833º,Lafaiete Coutinho,Bahia,3 663,lafaiete-coutinho,ba,Brasil
4834º,Pavussu,Piauí,3 662,pavussu,pi,Brasil
4835º,Campestre de Goiás,Goiás,3 662,campestre-de-goias,go,Brasil
4836º,Pratinha,Minas Gerais,3 658,pratinha,mg,Brasil
4837º,Nova Brasilândia,Mato Grosso,3 656,nova-brasilandia,mt,Brasil
4838º,Cruzeiro da Fortaleza,Minas Gerais,3 651,cruzeiro-da-fortaleza,mg,Brasil
4839º,Pedrinópolis,Minas Gerais,3 651,pedrinopolis,mg,Brasil
4840º,Rifaina,São Paulo,3 651,rifaina,sp,Brasil
4841º,Riachão,Paraíba,3 650,riachao,pb,Brasil
4842º,Riacho da Cruz,Rio Grande do Norte,3 648,riacho-da-cruz,rn,Brasil
4843º,Estrela Velha,Rio Grande do Sul,3 646,estrela-velha,rs,Brasil
4844º,Piratuba,Santa Catarina,3 637,piratuba,sc,Brasil
4845º,Dom Bosco,Minas Gerais,3 635,dom-bosco,mg,Brasil
4846º,Pinheiro Preto,Santa Catarina,3 635,pinheiro-preto,sc,Brasil
4847º,Bandeirantes do Tocantins,Tocantins,3 631,bandeirantes-do-tocantins,to,Brasil
4848º,Sossêgo,Paraíba,3 631,sossego,pb,Brasil
4849º,Campinaçu,Goiás,3 628,campinacu,go,Brasil
4850º,Muricilândia,Tocantins,3 623,muricilandia,to,Brasil
4851º,Sarutaiá,São Paulo,3 623,sarutaia,sp,Brasil
4852º,São José do Bonfim,Paraíba,3 619,sao-jose-do-bonfim,pb,Brasil
4853º,Catolândia,Bahia,3 619,catolandia,ba,Brasil
4854º,Álvares Florence,São Paulo,3 616,alvares-florence,sp,Brasil
4855º,Carvalhópolis,Minas Gerais,3 614,carvalhopolis,mg,Brasil
4856º,Jaquirana,Rio Grande do Sul,3 611,jaquirana,rs,Brasil
4857º,Itaúba,Mato Grosso,3 609,itauba,mt,Brasil
4858º,Belém do Piauí,Piauí,3 607,belem-do-piaui,pi,Brasil
4859º,São José dos Cordeiros,Paraíba,3 607,sao-jose-dos-cordeiros,pb,Brasil
4860º,Severiano de Almeida,Rio Grande do Sul,3 607,severiano-de-almeida,rs,Brasil
4861º,São Fernando,Rio Grande do Norte,3 606,sao-fernando,rn,Brasil
4862º,Platina,São Paulo,3 606,platina,sp,Brasil
4863º,Alvorada de Minas,Minas Gerais,3 605,alvorada-de-minas,mg,Brasil
4864º,Quartel Geral,Minas Gerais,3 603,quartel-geral,mg,Brasil
4865º,Santo Antônio do Aventureiro,Minas Gerais,3 602,santo-antonio-do-aventureiro,mg,Brasil
4866º,Santa Rita do Trivelato,Mato Grosso,3 602,santa-rita-do-trivelato,mt,Brasil
4867º,São José das Palmeiras,Paraná,3 601,sao-jose-das-palmeiras,pr,Brasil
4868º,Sebastianópolis do Sul,São Paulo,3 595,sebastianopolis-do-sul,sp,Brasil
4869º,Santa Inês,Paraíba,3 591,santa-ines,pb,Brasil
4870º,Águas de São Pedro,São Paulo,3 588,aguas-de-sao-pedro,sp,Brasil
4871º,Taquarussu,Mato Grosso do Sul,3 588,taquarussu,ms,Brasil
4872º,Cajazeiras do Piauí,Piauí,3 586,cajazeiras-do-piaui,pi,Brasil
4873º,Ruy Barbosa,Rio Grande do Norte,3 584,ruy-barbosa,rn,Brasil
4874º,Cachoeira da Prata,Minas Gerais,3 580,cachoeira-da-prata,mg,Brasil
4875º,Palminópolis,Goiás,3 578,palminopolis,go,Brasil
4876º,Presidente Juscelino,Minas Gerais,3 572,presidente-juscelino,mg,Brasil
4877º,Bernardino Batista,Paraíba,3 571,bernardino-batista,pb,Brasil
4878º,Vieiras,Minas Gerais,3 570,vieiras,mg,Brasil
4879º,Duas Estradas,Paraíba,3 569,duas-estradas,pb,Brasil
4880º,Vargeão,Santa Catarina,3 569,vargeao,sc,Brasil
4881º,São José dos Ausentes,Rio Grande do Sul,3 559,sao-jose-dos-ausentes,rs,Brasil
4882º,Emas,Paraíba,3 556,emas,pb,Brasil
4883º,Novo Horizonte do Sul,Mato Grosso do Sul,3 556,novo-horizonte-do-sul,ms,Brasil
4884º,Nova Módica,Minas Gerais,3 548,nova-modica,mg,Brasil
4885º,Arroio Trinta,Santa Catarina,3 547,arroio-trinta,sc,Brasil
4886º,Cordislândia,Minas Gerais,3 546,cordislandia,mg,Brasil
4887º,Adolfo,São Paulo,3 545,adolfo,sp,Brasil
4888º,Arambaré,Rio Grande do Sul,3 544,arambare,rs,Brasil
4889º,Teresina de Goiás,Goiás,3 538,teresina-de-goias,go,Brasil
4890º,Santa Maria do Tocantins,Tocantins,3 537,santa-maria-do-tocantins,to,Brasil
4891º,São Sebastião do Umbuzeiro,Paraíba,3 534,sao-sebastiao-do-umbuzeiro,pb,Brasil
4892º,Jacutinga,Rio Grande do Sul,3 532,jacutinga,rs,Brasil
4893º,Vale Verde,Rio Grande do Sul,3 531,vale-verde,rs,Brasil
4894º,Barão de Antonina,São Paulo,3 525,barao-de-antonina,sp,Brasil
4895º,Mombuca,São Paulo,3 523,mombuca,sp,Brasil
4896º,Áurea,Rio Grande do Sul,3 517,aurea,rs,Brasil
4897º,Senhora do Porto,Minas Gerais,3 516,senhora-do-porto,mg,Brasil
4898º,Queiroz,São Paulo,3 513,queiroz,sp,Brasil
4899º,Romaria,Minas Gerais,3 507,romaria,mg,Brasil
4900º,Taquaral de Goiás,Goiás,3 506,taquaral-de-goias,go,Brasil
4901º,Bocaina do Sul,Santa Catarina,3 501,bocaina-do-sul,sc,Brasil
4902º,Fernandes Tourinho,Minas Gerais,3 500,fernandes-tourinho,mg,Brasil
4903º,Ibitiúra de Minas,Minas Gerais,3 497,ibitiura-de-minas,mg,Brasil
4904º,Trombas,Goiás,3 497,trombas,go,Brasil
4905º,Frei Lagonegro,Minas Gerais,3 496,frei-lagonegro,mg,Brasil
4906º,Torixoréu,Mato Grosso,3 487,torixoreu,mt,Brasil
4907º,Estrela do Indaiá,Minas Gerais,3 483,estrela-do-indaia,mg,Brasil
4908º,Gurjão,Paraíba,3 477,gurjao,pb,Brasil
4909º,Angico,Tocantins,3 475,angico,to,Brasil
4910º,Mar Vermelho,Alagoas,3 474,mar-vermelho,al,Brasil
4911º,Bom Jesus do Sul,Paraná,3 472,bom-jesus-do-sul,pr,Brasil
4912º,Jari,Rio Grande do Sul,3 472,jari,rs,Brasil
4913º,Maurilândia do Tocantins,Tocantins,3 470,maurilandia-do-tocantins,to,Brasil
4914º,Palestina de Goiás,Goiás,3 470,palestina-de-goias,go,Brasil
4915º,Jumirim,São Paulo,3 467,jumirim,sp,Brasil
4916º,Major Gercino,Santa Catarina,3 465,major-gercino,sc,Brasil
4917º,Caxambu do Sul,Santa Catarina,3 462,caxambu-do-sul,sc,Brasil
4918º,Cromínia,Goiás,3 458,crominia,go,Brasil
4919º,Itacurubi,Rio Grande do Sul,3 456,itacurubi,rs,Brasil
4920º,União do Sul,Mato Grosso,3 455,uniao-do-sul,mt,Brasil
4921º,Araçu,Goiás,3 450,aracu,go,Brasil
4922º,Hidrolina,Goiás,3 450,hidrolina,go,Brasil
4923º,Coronel Xavier Chaves,Minas Gerais,3 448,coronel-xavier-chaves,mg,Brasil
4924º,Sebastião Barros,Piauí,3 434,sebastiao-barros,pi,Brasil
4925º,Zortéa,Santa Catarina,3 432,zortea,sc,Brasil
4926º,Divinésia,Minas Gerais,3 430,divinesia,mg,Brasil
4927º,Ponte Alta do Norte,Santa Catarina,3 426,ponte-alta-do-norte,sc,Brasil
4928º,Nova América da Colina,Paraná,3 424,nova-america-da-colina,pr,Brasil
4929º,Ourizona,Paraná,3 423,ourizona,pr,Brasil
4930º,Belmiro Braga,Minas Gerais,3 422,belmiro-braga,mg,Brasil
