UF,Mun,Pop estimada 2021,Faixa_pop,Regiao
SC,Ipuaçu,7643,2 - 5001 até 10000,4 - Sul
SC,Ipumirim,7647,2 - 5001 até 10000,4 - Sul
SC,Iraceminha,3901,1 - Até 5000,4 - Sul
SC,Irani,10575,3 - 10001 até 20000,4 - Sul
SC,Irati,1887,1 - Até 5000,4 - Sul
SC,Irineópolis,11354,3 - 10001 até 20000,4 - Sul
SC,Itá,6091,2 - 5001 até 10000,4 - Sul
SC,Itaiópolis,21889,4 - 20001 até 50000,4 - Sul
SC,Itajaí,226617,6 - 100001 até 500000,4 - Sul
SC,Itapema,69323,5 - 50001 até 100000,4 - Sul
SC,Itapiranga,17139,3 - 10001 até 20000,4 - Sul
SC,Itapoá,21766,4 - 20001 até 50000,4 - Sul
SC,Ituporanga,25619,4 - 20001 até 50000,4 - Sul
SC,Jaborá,3899,1 - Até 5000,4 - Sul
SC,Jacinto Machado,10337,3 - 10001 até 20000,4 - Sul
SC,Jaguaruna,20547,4 - 20001 até 50000,4 - Sul
SC,Jaraguá do Sul,184579,6 - 100001 até 500000,4 - Sul
SC,Jardinópolis,1520,1 - Até 5000,4 - Sul
SC,Joaçaba,30684,4 - 20001 até 50000,4 - Sul
SC,Joinville,604708,7 - Maior que 500000,4 - Sul
SC,José Boiteux,5019,2 - 5001 até 10000,4 - Sul
SC,Jupiá,2083,1 - Até 5000,4 - Sul
SC,Lacerdópolis,2248,1 - Até 5000,4 - Sul
SC,Lages,157158,6 - 100001 até 500000,4 - Sul
SC,Laguna,46424,4 - 20001 até 50000,4 - Sul
SC,Lajeado Grande,1408,1 - Até 5000,4 - Sul
SC,Laurentino,7154,2 - 5001 até 10000,4 - Sul
SC,Lauro Müller,15380,3 - 10001 até 20000,4 - Sul
SC,Lebon Régis,12122,3 - 10001 até 20000,4 - Sul
SC,Leoberto Leal,2960,1 - Até 5000,4 - Sul
SC,Lindóia do Sul,4530,1 - Até 5000,4 - Sul
SC,Lontras,12497,3 - 10001 até 20000,4 - Sul
SC,Luiz Alves,13347,3 - 10001 até 20000,4 - Sul
SC,Luzerna,5683,2 - 5001 até 10000,4 - Sul
SC,Macieira,1757,1 - Até 5000,4 - Sul
SC,Mafra,56825,5 - 50001 até 100000,4 - Sul
SC,Major Gercino,3465,1 - Até 5000,4 - Sul
SC,Major Vieira,8209,2 - 5001 até 10000,4 - Sul
SC,Maracajá,7461,2 - 5001 até 10000,4 - Sul
SC,Maravilha,26463,4 - 20001 até 50000,4 - Sul
SC,Marema,1703,1 - Até 5000,4 - Sul
SC,Massaranduba,17330,3 - 10001 até 20000,4 - Sul
SC,Matos Costa,2442,1 - Até 5000,4 - Sul
SC,Meleiro,6989,2 - 5001 até 10000,4 - Sul
SC,Mirim Doce,2257,1 - Até 5000,4 - Sul
SC,Modelo,4227,1 - Até 5000,4 - Sul
SC,Mondaí,12034,3 - 10001 até 20000,4 - Sul
SC,Monte Carlo,9945,2 - 5001 até 10000,4 - Sul
SC,Monte Castelo,8263,2 - 5001 até 10000,4 - Sul
SC,Morro da Fumaça,18095,3 - 10001 até 20000,4 - Sul
SC,Morro Grande,2884,1 - Até 5000,4 - Sul
SC,Navegantes,85734,5 - 50001 até 100000,4 - Sul
SC,Nova Erechim,5163,2 - 5001 até 10000,4 - Sul
SC,Nova Itaberaba,4327,1 - Até 5000,4 - Sul
SC,Nova Trento,15010,3 - 10001 até 20000,4 - Sul
SC,Nova Veneza,15515,3 - 10001 até 20000,4 - Sul
SC,Novo Horizonte,2366,1 - Até 5000,4 - Sul
SC,Orleans,23161,4 - 20001 até 50000,4 - Sul
SC,Otacílio Costa,19201,3 - 10001 até 20000,4 - Sul
SC,Ouro,7251,2 - 5001 até 10000,4 - Sul
SC,Ouro Verde,2197,1 - Até 5000,4 - Sul
SC,Paial,1444,1 - Até 5000,4 - Sul
SC,Painel,2352,1 - Até 5000,4 - Sul
SC,Palhoça,178679,6 - 100001 até 500000,4 - Sul
SC,Palma Sola,7321,2 - 5001 até 10000,4 - Sul
SC,Palmeira,2673,1 - Até 5000,4 - Sul
SC,Palmitos,16144,3 - 10001 até 20000,4 - Sul
SC,Papanduva,19521,3 - 10001 até 20000,4 - Sul
SC,Paraíso,3284,1 - Até 5000,4 - Sul
SC,Passo de Torres,9269,2 - 5001 até 10000,4 - Sul
SC,Passos Maia,4072,1 - Até 5000,4 - Sul
SC,Paulo Lopes,7642,2 - 5001 até 10000,4 - Sul
SC,Pedras Grandes,3931,1 - Até 5000,4 - Sul
SC,Penha,34022,4 - 20001 até 50000,4 - Sul
SC,Peritiba,2733,1 - Até 5000,4 - Sul
SC,Pescaria Brava,10225,3 - 10001 até 20000,4 - Sul
SC,Petrolândia,5873,2 - 5001 até 10000,4 - Sul
SC,Balneário Piçarras,24385,4 - 20001 até 50000,4 - Sul
SC,Pinhalzinho,21103,4 - 20001 até 50000,4 - Sul
SC,Pinheiro Preto,3635,1 - Até 5000,4 - Sul
SC,Piratuba,3637,1 - Até 5000,4 - Sul
SC,Planalto Alegre,2907,1 - Até 5000,4 - Sul
SC,Pomerode,34561,4 - 20001 até 50000,4 - Sul
SC,Ponte Alta,4619,1 - Até 5000,4 - Sul
SC,Ponte Alta do Norte,3426,1 - Até 5000,4 - Sul
SC,Ponte Serrada,11674,3 - 10001 até 20000,4 - Sul
SC,Porto Belo,22466,4 - 20001 até 50000,4 - Sul
SC,Porto União,35685,4 - 20001 até 50000,4 - Sul
SC,Pouso Redondo,17965,3 - 10001 até 20000,4 - Sul
SC,Praia Grande,7305,2 - 5001 até 10000,4 - Sul
SC,Presidente Castello Branco,1526,1 - Até 5000,4 - Sul
SC,Presidente Getúlio,17973,3 - 10001 até 20000,4 - Sul
SC,Presidente Nereu,2279,1 - Até 5000,4 - Sul
SC,Princesa,2950,1 - Até 5000,4 - Sul
SC,Quilombo,9773,2 - 5001 até 10000,4 - Sul
SC,Rancho Queimado,2897,1 - Até 5000,4 - Sul
SC,Rio das Antas,6199,2 - 5001 até 10000,4 - Sul
SC,Rio do Campo,5864,2 - 5001 até 10000,4 - Sul
SC,Rio do Oeste,7552,2 - 5001 até 10000,4 - Sul
SC,Rio dos Cedros,11937,3 - 10001 até 20000,4 - Sul
SC,Rio do Sul,72931,5 - 50001 até 100000,4 - Sul
SC,Rio Fortuna,4630,1 - Até 5000,4 - Sul
SC,Rio Negrinho,42684,4 - 20001 até 50000,4 - Sul
SC,Rio Rufino,2484,1 - Até 5000,4 - Sul
SC,Riqueza,4525,1 - Até 5000,4 - Sul
SC,Rodeio,11647,3 - 10001 até 20000,4 - Sul
SC,Romelândia,4584,1 - Até 5000,4 - Sul
SC,Salete,7674,2 - 5001 até 10000,4 - Sul
SC,Saltinho,3727,1 - Até 5000,4 - Sul
SC,Salto Veloso,4792,1 - Até 5000,4 - Sul
SC,Sangão,13128,3 - 10001 até 20000,4 - Sul
SC,Santa Cecília,17004,3 - 10001 até 20000,4 - Sul
SC,Santa Helena,2178,1 - Até 5000,4 - Sul
SC,Santa Rosa de Lima,2151,1 - Até 5000,4 - Sul
SC,Santa Rosa do Sul,8397,2 - 5001 até 10000,4 - Sul
SC,Santa Terezinha,8760,2 - 5001 até 10000,4 - Sul
SC,Santa Terezinha do Progresso,2317,1 - Até 5000,4 - Sul
SC,Santiago do Sul,1211,1 - Até 5000,4 - Sul
SC,Santo Amaro da Imperatriz,23907,4 - 20001 até 50000,4 - Sul
SC,São Bernardino,2239,1 - Até 5000,4 - Sul
SC,São Bento do Sul,86317,5 - 50001 até 100000,4 - Sul
SC,São Bonifácio,2791,1 - Até 5000,4 - Sul
SC,São Carlos,11456,3 - 10001 até 20000,4 - Sul
SC,São Cristóvão do Sul,5646,2 - 5001 até 10000,4 - Sul
SC,São Domingos,9422,2 - 5001 até 10000,4 - Sul
SC,São Francisco do Sul,54751,5 - 50001 até 100000,4 - Sul
SC,São João do Oeste,6423,2 - 5001 até 10000,4 - Sul
SC,São João Batista,39719,4 - 20001 até 50000,4 - Sul
SC,São João do Itaperiú,3784,1 - Até 5000,4 - Sul
SC,São João do Sul,7332,2 - 5001 até 10000,4 - Sul
SC,São Joaquim,27322,4 - 20001 até 50000,4 - Sul
SC,São José,253705,6 - 100001 até 500000,4 - Sul
SC,São José do Cedro,13811,3 - 10001 até 20000,4 - Sul
SC,São José do Cerrito,8054,2 - 5001 até 10000,4 - Sul
SC,São Lourenço do Oeste,24501,4 - 20001 até 50000,4 - Sul
SC,São Ludgero,13886,3 - 10001 até 20000,4 - Sul
SC,São Martinho,3162,1 - Até 5000,4 - Sul
SC,São Miguel da Boa Vista,1794,1 - Até 5000,4 - Sul
SC,São Miguel do Oeste,41246,4 - 20001 até 50000,4 - Sul
SC,São Pedro de Alcântara,6046,2 - 5001 até 10000,4 - Sul
SC,Saudades,9874,2 - 5001 até 10000,4 - Sul
SC,Schroeder,22605,4 - 20001 até 50000,4 - Sul
SC,Seara,17610,3 - 10001 até 20000,4 - Sul
SC,Serra Alta,3249,1 - Até 5000,4 - Sul
SC,Siderópolis,14176,3 - 10001 até 20000,4 - Sul
SC,Sombrio,31084,4 - 20001 até 50000,4 - Sul
SC,Sul Brasil,2386,1 - Até 5000,4 - Sul
SC,Taió,18576,3 - 10001 até 20000,4 - Sul
SC,Tangará,8648,2 - 5001 até 10000,4 - Sul
SC,Tigrinhos,1606,1 - Até 5000,4 - Sul
SC,Tijucas,39889,4 - 20001 até 50000,4 - Sul
SC,Timbé do Sul,5338,2 - 5001 até 10000,4 - Sul
SC,Timbó,45703,4 - 20001 até 50000,4 - Sul
SC,Timbó Grande,8003,2 - 5001 até 10000,4 - Sul
SC,Três Barras,19455,3 - 10001 até 20000,4 - Sul
SC,Treviso,4002,1 - Até 5000,4 - Sul
SC,Treze de Maio,7104,2 - 5001 até 10000,4 - Sul
SC,Treze Tílias,8138,2 - 5001 até 10000,4 - Sul
SC,Trombudo Central,7506,2 - 5001 até 10000,4 - Sul
SC,Tubarão,107143,6 - 100001 até 500000,4 - Sul
SC,Tunápolis,4507,1 - Até 5000,4 - Sul
SC,Turvo,13080,3 - 10001 até 20000,4 - Sul
SC,União do Oeste,2364,1 - Até 5000,4 - Sul
SC,Urubici,11311,3 - 10001 até 20000,4 - Sul
SC,Urupema,2453,1 - Até 5000,4 - Sul
SC,Urussanga,21419,4 - 20001 até 50000,4 - Sul
SC,Vargeão,3569,1 - Até 5000,4 - Sul
SC,Vargem,2387,1 - Até 5000,4 - Sul
SC,Vargem Bonita,4411,1 - Até 5000,4 - Sul
SC,Vidal Ramos,6321,2 - 5001 até 10000,4 - Sul
SC,Videira,54145,5 - 50001 até 100000,4 - Sul
SC,Vitor Meireles,4907,1 - Até 5000,4 - Sul
SC,Witmarsum,4032,1 - Até 5000,4 - Sul
SC,Xanxerê,52290,5 - 50001 até 100000,4 - Sul
SC,Xavantina,3873,1 - Até 5000,4 - Sul
SC,Xaxim,29254,4 - 20001 até 50000,4 - Sul
SC,Zortéa,3432,1 - Até 5000,4 - Sul
SC,Balneário Rincão,13129,3 - 10001 até 20000,4 - Sul
RS,Aceguá,4981,1 - Até 5000,4 - Sul
RS,Água Santa,3738,1 - Até 5000,4 - Sul
RS,Agudo,16344,3 - 10001 até 20000,4 - Sul
RS,Ajuricaba,6951,2 - 5001 até 10000,4 - Sul
RS,Alecrim,5710,2 - 5001 até 10000,4 - Sul
RS,Alegrete,72493,5 - 50001 até 100000,4 - Sul
RS,Alegria,3287,1 - Até 5000,4 - Sul
RS,Almirante Tamandaré do Sul,1935,1 - Até 5000,4 - Sul
RS,Alpestre,5885,2 - 5001 até 10000,4 - Sul
RS,Alto Alegre,1590,1 - Até 5000,4 - Sul
RS,Alto Feliz,3043,1 - Até 5000,4 - Sul
RS,Alvorada,212352,6 - 100001 até 500000,4 - Sul
RS,Amaral Ferrador,7136,2 - 5001 até 10000,4 - Sul
RS,Ametista do Sul,7396,2 - 5001 até 10000,4 - Sul
RS,André da Rocha,1351,1 - Até 5000,4 - Sul
RS,Anta Gorda,5941,2 - 5001 até 10000,4 - Sul
RS,Antônio Prado,13041,3 - 10001 até 20000,4 - Sul
RS,Arambaré,3544,1 - Até 5000,4 - Sul
RS,Araricá,5840,2 - 5001 até 10000,4 - Sul
RS,Aratiba,6145,2 - 5001 até 10000,4 - Sul
RS,Arroio do Meio,21121,4 - 20001 até 50000,4 - Sul
RS,Arroio do Sal,10483,3 - 10001 até 20000,4 - Sul
RS,Arroio do Padre,2966,1 - Até 5000,4 - Sul
RS,Arroio dos Ratos,14201,3 - 10001 até 20000,4 - Sul
RS,Arroio do Tigre,13452,3 - 10001 até 20000,4 - Sul
RS,Arroio Grande,18185,3 - 10001 até 20000,4 - Sul
RS,Arvorezinha,10422,3 - 10001 até 20000,4 - Sul
RS,Augusto Pestana,6545,2 - 5001 até 10000,4 - Sul
RS,Áurea,3517,1 - Até 5000,4 - Sul
RS,Bagé,121518,6 - 100001 até 500000,4 - Sul
RS,Balneário Pinhal,14645,3 - 10001 até 20000,4 - Sul
RS,Barão,6232,2 - 5001 até 10000,4 - Sul
RS,Barão de Cotegipe,6616,2 - 5001 até 10000,4 - Sul
RS,Barão do Triunfo,7550,2 - 5001 até 10000,4 - Sul
RS,Barracão,5237,2 - 5001 até 10000,4 - Sul
RS,Barra do Guarita,3266,1 - Até 5000,4 - Sul
RS,Barra do Quaraí,4238,1 - Até 5000,4 - Sul
RS,Barra do Ribeiro,13618,3 - 10001 até 20000,4 - Sul
RS,Barra do Rio Azul,1621,1 - Até 5000,4 - Sul
RS,Barra Funda,2563,1 - Até 5000,4 - Sul
RS,Barros Cassal,11167,3 - 10001 até 20000,4 - Sul
RS,Benjamin Constant do Sul,1924,1 - Até 5000,4 - Sul
RS,Bento Gonçalves,123090,6 - 100001 até 500000,4 - Sul
RS,Boa Vista das Missões,2087,1 - Até 5000,4 - Sul
RS,Boa Vista do Buricá,6712,2 - 5001 até 10000,4 - Sul
RS,Boa Vista do Cadeado,2466,1 - Até 5000,4 - Sul
RS,Boa Vista do Incra,2628,1 - Até 5000,4 - Sul
RS,Boa Vista do Sul,2773,1 - Até 5000,4 - Sul
RS,Bom Jesus,11270,3 - 10001 até 20000,4 - Sul
RS,Bom Princípio,14446,3 - 10001 até 20000,4 - Sul
RS,Bom Progresso,1858,1 - Até 5000,4 - Sul
RS,Bom Retiro do Sul,12448,3 - 10001 até 20000,4 - Sul
RS,Boqueirão do Leão,7691,2 - 5001 até 10000,4 - Sul
RS,Bossoroca,6135,2 - 5001 até 10000,4 - Sul
RS,Bozano,2099,1 - Até 5000,4 - Sul
RS,Braga,3271,1 - Até 5000,4 - Sul
RS,Brochier,5132,2 - 5001 até 10000,4 - Sul
RS,Butiá,20963,4 - 20001 até 50000,4 - Sul
RS,Caçapava do Sul,33476,4 - 20001 até 50000,4 - Sul
RS,Cacequi,12291,3 - 10001 até 20000,4 - Sul
RS,Cachoeira do Sul,81552,5 - 50001 até 100000,4 - Sul
RS,Cachoeirinha,132144,6 - 100001 até 500000,4 - Sul
RS,Cacique Doble,5083,2 - 5001 até 10000,4 - Sul
RS,Caibaté,4802,1 - Até 5000,4 - Sul
RS,Caiçara,4659,1 - Até 5000,4 - Sul
RS,Camaquã,66686,5 - 50001 até 100000,4 - Sul
RS,Camargo,2750,1 - Até 5000,4 - Sul
RS,Cambará do Sul,6383,2 - 5001 até 10000,4 - Sul
RS,Campestre da Serra,3402,1 - Até 5000,4 - Sul
RS,Campina das Missões,5325,2 - 5001 até 10000,4 - Sul
RS,Campinas do Sul,5422,2 - 5001 até 10000,4 - Sul
RS,Campo Bom,69981,5 - 50001 até 100000,4 - Sul
RS,Campo Novo,4273,1 - Até 5000,4 - Sul
RS,Campos Borges,3272,1 - Até 5000,4 - Sul
RS,Candelária,31475,4 - 20001 até 50000,4 - Sul
RS,Cândido Godói,6106,2 - 5001 até 10000,4 - Sul
RS,Candiota,9707,2 - 5001 até 10000,4 - Sul
RS,Canela,45957,4 - 20001 até 50000,4 - Sul
RS,Canguçu,56370,5 - 50001 até 100000,4 - Sul
RS,Canoas,349728,6 - 100001 até 500000,4 - Sul
RS,Canudos do Vale,1693,1 - Até 5000,4 - Sul
RS,Capão Bonito do Sul,1628,1 - Até 5000,4 - Sul
RS,Capão da Canoa,55009,5 - 50001 até 100000,4 - Sul
RS,Capão do Cipó,3745,1 - Até 5000,4 - Sul
RS,Capão do Leão,25462,4 - 20001 até 50000,4 - Sul
RS,Capivari do Sul,4793,1 - Até 5000,4 - Sul
RS,Capela de Santana,12183,3 - 10001 até 20000,4 - Sul
RS,Capitão,2770,1 - Até 5000,4 - Sul
RS,Carazinho,62413,5 - 50001 até 100000,4 - Sul
RS,Caraá,8426,2 - 5001 até 10000,4 - Sul
RS,Carlos Barbosa,30630,4 - 20001 até 50000,4 - Sul
RS,Carlos Gomes,1327,1 - Até 5000,4 - Sul
RS,Casca,9070,2 - 5001 até 10000,4 - Sul
RS,Caseiros,3228,1 - Até 5000,4 - Sul
RS,Catuípe,8631,2 - 5001 até 10000,4 - Sul
RS,Caxias do Sul,523716,7 - Maior que 500000,4 - Sul
RS,Centenário,2865,1 - Até 5000,4 - Sul
RS,Cerrito,6005,2 - 5001 até 10000,4 - Sul
RS,Cerro Branco,4720,1 - Até 5000,4 - Sul
RS,Cerro Grande,2281,1 - Até 5000,4 - Sul
RS,Cerro Grande do Sul,12579,3 - 10001 até 20000,4 - Sul
RS,Cerro Largo,14243,3 - 10001 até 20000,4 - Sul
RS,Chapada,9211,2 - 5001 até 10000,4 - Sul
RS,Charqueadas,41705,4 - 20001 até 50000,4 - Sul
RS,Charrua,3228,1 - Até 5000,4 - Sul
RS,Chiapetta,3684,1 - Até 5000,4 - Sul
RS,Chuí,6832,2 - 5001 até 10000,4 - Sul
RS,Chuvisca,5518,2 - 5001 até 10000,4 - Sul
RS,Cidreira,16897,3 - 10001 até 20000,4 - Sul
RS,Ciríaco,4693,1 - Até 5000,4 - Sul
RS,Colinas,2466,1 - Até 5000,4 - Sul
RS,Colorado,3088,1 - Até 5000,4 - Sul
RS,Condor,6766,2 - 5001 até 10000,4 - Sul
RS,Constantina,9903,2 - 5001 até 10000,4 - Sul
RS,Coqueiro Baixo,1490,1 - Até 5000,4 - Sul
RS,Coqueiros do Sul,2267,1 - Até 5000,4 - Sul
RS,Coronel Barros,2521,1 - Até 5000,4 - Sul
RS,Coronel Bicaco,7213,2 - 5001 até 10000,4 - Sul
RS,Coronel Pilar,1602,1 - Até 5000,4 - Sul
RS,Cotiporã,3824,1 - Até 5000,4 - Sul
RS,Coxilha,2731,1 - Até 5000,4 - Sul
RS,Crissiumal,13269,3 - 10001 até 20000,4 - Sul
RS,Cristal,8121,2 - 5001 até 10000,4 - Sul
RS,Cristal do Sul,2840,1 - Até 5000,4 - Sul
RS,Cruz Alta,59561,5 - 50001 até 100000,4 - Sul
RS,Cruzaltense,1765,1 - Até 5000,4 - Sul
RS,Cruzeiro do Sul,12457,3 - 10001 até 20000,4 - Sul
RS,David Canabarro,4732,1 - Até 5000,4 - Sul
RS,Derrubadas,2718,1 - Até 5000,4 - Sul
RS,Dezesseis de Novembro,2331,1 - Até 5000,4 - Sul
RS,Dilermando de Aguiar,2991,1 - Até 5000,4 - Sul
RS,Dois Irmãos,33547,4 - 20001 até 50000,4 - Sul
RS,Dois Irmãos das Missões,1992,1 - Até 5000,4 - Sul
RS,Dois Lajeados,3410,1 - Até 5000,4 - Sul
RS,Dom Feliciano,15556,3 - 10001 até 20000,4 - Sul
RS,Dom Pedro de Alcântara,2520,1 - Até 5000,4 - Sul
RS,Dom Pedrito,38222,4 - 20001 até 50000,4 - Sul
RS,Dona Francisca,2958,1 - Até 5000,4 - Sul
RS,Doutor Maurício Cardoso,4380,1 - Até 5000,4 - Sul
RS,Doutor Ricardo,1967,1 - Até 5000,4 - Sul
RS,Eldorado do Sul,42490,4 - 20001 até 50000,4 - Sul
RS,Encantado,23047,4 - 20001 até 50000,4 - Sul
RS,Encruzilhada do Sul,26039,4 - 20001 até 50000,4 - Sul
RS,Engenho Velho,932,1 - Até 5000,4 - Sul
RS,Entre-Ijuís,8350,2 - 5001 até 10000,4 - Sul
RS,Entre Rios do Sul,2724,1 - Até 5000,4 - Sul
RS,Erebango,2978,1 - Até 5000,4 - Sul
RS,Erechim,107368,6 - 100001 até 500000,4 - Sul
RS,Ernestina,3171,1 - Até 5000,4 - Sul
RS,Herval,6807,2 - 5001 até 10000,4 - Sul
RS,Erval Grande,4780,1 - Até 5000,4 - Sul
RS,Erval Seco,6697,2 - 5001 até 10000,4 - Sul
RS,Esmeralda,3291,1 - Até 5000,4 - Sul
RS,Esperança do Sul,2846,1 - Até 5000,4 - Sul
RS,Espumoso,15594,3 - 10001 até 20000,4 - Sul
RS,Estação,5924,2 - 5001 até 10000,4 - Sul
RS,Estância Velha,51292,5 - 50001 até 100000,4 - Sul
RS,Esteio,83352,5 - 50001 até 100000,4 - Sul
RS,Estrela,34669,4 - 20001 até 50000,4 - Sul
RS,Estrela Velha,3646,1 - Até 5000,4 - Sul
RS,Eugênio de Castro,2310,1 - Até 5000,4 - Sul
RS,Fagundes Varela,2750,1 - Até 5000,4 - Sul
RS,Farroupilha,73758,5 - 50001 até 100000,4 - Sul
RS,Faxinal do Soturno,6651,2 - 5001 até 10000,4 - Sul
RS,Faxinalzinho,2256,1 - Até 5000,4 - Sul
RS,Fazenda Vilanova,4680,1 - Até 5000,4 - Sul
RS,Feliz,13728,3 - 10001 até 20000,4 - Sul
RS,Flores da Cunha,31352,4 - 20001 até 50000,4 - Sul
RS,Floriano Peixoto,1709,1 - Até 5000,4 - Sul
RS,Fontoura Xavier,10181,3 - 10001 até 20000,4 - Sul
RS,Formigueiro,6569,2 - 5001 até 10000,4 - Sul
RS,Forquetinha,2389,1 - Até 5000,4 - Sul
RS,Fortaleza dos Valos,4252,1 - Até 5000,4 - Sul
RS,Frederico Westphalen,31675,4 - 20001 até 50000,4 - Sul
RS,Garibaldi,35794,4 - 20001 até 50000,4 - Sul
RS,Garruchos,2851,1 - Até 5000,4 - Sul
RS,Gaurama,5447,2 - 5001 até 10000,4 - Sul
RS,General Câmara,8339,2 - 5001 até 10000,4 - Sul
RS,Gentil,1619,1 - Até 5000,4 - Sul
RS,Getúlio Vargas,16158,3 - 10001 até 20000,4 - Sul
RS,Giruá,15729,3 - 10001 até 20000,4 - Sul
RS,Glorinha,8304,2 - 5001 até 10000,4 - Sul
RS,Gramado,36864,4 - 20001 até 50000,4 - Sul
RS,Gramado dos Loureiros,2036,1 - Até 5000,4 - Sul
RS,Gramado Xavier,4378,1 - Até 5000,4 - Sul
RS,Gravataí,285564,6 - 100001 até 500000,4 - Sul
RS,Guabiju,1478,1 - Até 5000,4 - Sul
RS,Guaíba,98331,5 - 50001 até 100000,4 - Sul
RS,Guaporé,26199,4 - 20001 até 50000,4 - Sul
RS,Guarani das Missões,7393,2 - 5001 até 10000,4 - Sul
RS,Harmonia,4967,1 - Até 5000,4 - Sul
RS,Herveiras,3019,1 - Até 5000,4 - Sul
RS,Horizontina,19446,3 - 10001 até 20000,4 - Sul
RS,Hulha Negra,6894,2 - 5001 até 10000,4 - Sul
RS,Humaitá,4712,1 - Até 5000,4 - Sul
RS,Ibarama,4393,1 - Até 5000,4 - Sul
RS,Ibiaçá,4690,1 - Até 5000,4 - Sul
RS,Ibiraiaras,7267,2 - 5001 até 10000,4 - Sul
RS,Ibirapuitã,3988,1 - Até 5000,4 - Sul
RS,Ibirubá,20474,4 - 20001 até 50000,4 - Sul
RS,Igrejinha,37754,4 - 20001 até 50000,4 - Sul
RS,Ijuí,84041,5 - 50001 até 100000,4 - Sul
RS,Ilópolis,4054,1 - Até 5000,4 - Sul
RS,Imbé,23721,4 - 20001 até 50000,4 - Sul
RS,Imigrante,3103,1 - Até 5000,4 - Sul
RS,Independência,6054,2 - 5001 até 10000,4 - Sul
RS,Inhacorá,2207,1 - Até 5000,4 - Sul
RS,Ipê,6736,2 - 5001 até 10000,4 - Sul
RS,Ipiranga do Sul,1871,1 - Até 5000,4 - Sul
RS,Iraí,7046,2 - 5001 até 10000,4 - Sul
RS,Itaara,5573,2 - 5001 até 10000,4 - Sul
RS,Itacurubi,3456,1 - Até 5000,4 - Sul
RS,Itapuca,2037,1 - Até 5000,4 - Sul
RS,Itaqui,37363,4 - 20001 até 50000,4 - Sul
RS,Itati,2377,1 - Até 5000,4 - Sul
RS,Itatiba do Sul,3143,1 - Até 5000,4 - Sul
RS,Ivorá,1854,1 - Até 5000,4 - Sul
RS,Ivoti,25068,4 - 20001 até 50000,4 - Sul
RS,Jaboticaba,3738,1 - Até 5000,4 - Sul
RS,Jacuizinho,2718,1 - Até 5000,4 - Sul
RS,Jacutinga,3532,1 - Até 5000,4 - Sul
RS,Jaguarão,26327,4 - 20001 até 50000,4 - Sul
RS,Jaguari,10684,3 - 10001 até 20000,4 - Sul
RS,Jaquirana,3611,1 - Até 5000,4 - Sul
RS,Jari,3472,1 - Até 5000,4 - Sul
RS,Jóia,8571,2 - 5001 até 10000,4 - Sul
RS,Júlio de Castilhos,19159,3 - 10001 até 20000,4 - Sul
RS,Lagoa Bonita do Sul,2939,1 - Até 5000,4 - Sul
RS,Lagoão,6469,2 - 5001 até 10000,4 - Sul
RS,Lagoa dos Três Cantos,1604,1 - Até 5000,4 - Sul
RS,Lagoa Vermelha,27751,4 - 20001 até 50000,4 - Sul
RS,Lajeado,86005,5 - 50001 até 100000,4 - Sul
RS,Lajeado do Bugre,2569,1 - Até 5000,4 - Sul
RS,Lavras do Sul,7410,2 - 5001 até 10000,4 - Sul
RS,Liberato Salzano,5087,2 - 5001 até 10000,4 - Sul
RS,Lindolfo Collor,6193,2 - 5001 até 10000,4 - Sul
RS,Linha Nova,1724,1 - Até 5000,4 - Sul
RS,Machadinho,5411,2 - 5001 até 10000,4 - Sul
RS,Maçambará,4539,1 - Até 5000,4 - Sul
RS,Mampituba,2965,1 - Até 5000,4 - Sul
RS,Manoel Viana,7315,2 - 5001 até 10000,4 - Sul
RS,Maquiné,6747,2 - 5001 até 10000,4 - Sul
RS,Maratá,2713,1 - Até 5000,4 - Sul
RS,Marau,45523,4 - 20001 até 50000,4 - Sul
RS,Marcelino Ramos,4239,1 - Até 5000,4 - Sul
RS,Mariana Pimentel,3892,1 - Até 5000,4 - Sul
RS,Mariano Moro,1987,1 - Até 5000,4 - Sul
RS,Marques de Souza,3981,1 - Até 5000,4 - Sul
RS,Mata,4760,1 - Até 5000,4 - Sul
RS,Mato Castelhano,2543,1 - Até 5000,4 - Sul
RS,Mato Leitão,4627,1 - Até 5000,4 - Sul
RS,Mato Queimado,1611,1 - Até 5000,4 - Sul
RS,Maximiliano de Almeida,4254,1 - Até 5000,4 - Sul
RS,Minas do Leão,8130,2 - 5001 até 10000,4 - Sul
RS,Miraguaí,4899,1 - Até 5000,4 - Sul
RS,Montauri,1430,1 - Até 5000,4 - Sul
RS,Monte Alegre dos Campos,3237,1 - Até 5000,4 - Sul
RS,Monte Belo do Sul,2514,1 - Até 5000,4 - Sul
RS,Montenegro,66157,5 - 50001 até 100000,4 - Sul
RS,Mormaço,3139,1 - Até 5000,4 - Sul
RS,Morrinhos do Sul,2891,1 - Até 5000,4 - Sul
RS,Morro Redondo,6609,2 - 5001 até 10000,4 - Sul
RS,Morro Reuter,6570,2 - 5001 até 10000,4 - Sul
RS,Mostardas,12888,3 - 10001 até 20000,4 - Sul
RS,Muçum,4967,1 - Até 5000,4 - Sul
RS,Muitos Capões,3184,1 - Até 5000,4 - Sul
RS,Muliterno,1901,1 - Até 5000,4 - Sul
RS,Não-Me-Toque,17886,3 - 10001 até 20000,4 - Sul
