UF,Mun,Pop estimada 2021,Faixa_pop,Regiao
PE,Glória do Goitá,30847,4 - 20001 até 50000,2 - Nordeste
PE,Goiana,80345,5 - 50001 até 100000,2 - Nordeste
PE,Granito,7586,2 - 5001 até 10000,2 - Nordeste
PE,Gravatá,85309,5 - 50001 até 100000,2 - Nordeste
PE,Iati,19284,3 - 10001 até 20000,2 - Nordeste
PE,Ibimirim,29585,4 - 20001 até 50000,2 - Nordeste
PE,Ibirajuba,7773,2 - 5001 até 10000,2 - Nordeste
PE,Igarassu,119690,6 - 100001 até 500000,2 - Nordeste
PE,Iguaracy,12265,3 - 10001 até 20000,2 - Nordeste
PE,Inajá,24034,4 - 20001 até 50000,2 - Nordeste
PE,Ingazeira,4537,1 - Até 5000,2 - Nordeste
PE,Ipojuca,99101,5 - 50001 até 100000,2 - Nordeste
PE,Ipubi,31515,4 - 20001 até 50000,2 - Nordeste
PE,Itacuruba,5013,2 - 5001 até 10000,2 - Nordeste
PE,Itaíba,26268,4 - 20001 até 50000,2 - Nordeste
PE,Ilha de Itamaracá,27076,4 - 20001 até 50000,2 - Nordeste
PE,Itambé,36495,4 - 20001 até 50000,2 - Nordeste
PE,Itapetim,13492,3 - 10001 até 20000,2 - Nordeste
PE,Itapissuma,27144,4 - 20001 até 50000,2 - Nordeste
PE,Itaquitinga,17056,3 - 10001 até 20000,2 - Nordeste
PE,Jaboatão dos Guararapes,711330,7 - Maior que 500000,2 - Nordeste
PE,Jaqueira,11632,3 - 10001 até 20000,2 - Nordeste
PE,Jataúba,17305,3 - 10001 até 20000,2 - Nordeste
PE,Jatobá,14904,3 - 10001 até 20000,2 - Nordeste
PE,João Alfredo,33570,4 - 20001 até 50000,2 - Nordeste
PE,Joaquim Nabuco,15999,3 - 10001 até 20000,2 - Nordeste
PE,Jucati,11545,3 - 10001 até 20000,2 - Nordeste
PE,Jupi,15007,3 - 10001 até 20000,2 - Nordeste
PE,Jurema,15483,3 - 10001 até 20000,2 - Nordeste
PE,Lagoa do Carro,18429,3 - 10001 até 20000,2 - Nordeste
PE,Lagoa de Itaenga,21490,4 - 20001 até 50000,2 - Nordeste
PE,Lagoa do Ouro,13300,3 - 10001 até 20000,2 - Nordeste
PE,Lagoa dos Gatos,16345,3 - 10001 até 20000,2 - Nordeste
PE,Lagoa Grande,26090,4 - 20001 até 50000,2 - Nordeste
PE,Lajedo,40883,4 - 20001 até 50000,2 - Nordeste
PE,Limoeiro,56149,5 - 50001 até 100000,2 - Nordeste
PE,Macaparana,25565,4 - 20001 até 50000,2 - Nordeste
PE,Machados,16549,3 - 10001 até 20000,2 - Nordeste
PE,Manari,22110,4 - 20001 até 50000,2 - Nordeste
PE,Maraial,11098,3 - 10001 até 20000,2 - Nordeste
PE,Mirandiba,15548,3 - 10001 até 20000,2 - Nordeste
PE,Moreno,63792,5 - 50001 até 100000,2 - Nordeste
PE,Nazaré da Mata,32673,4 - 20001 até 50000,2 - Nordeste
PE,Olinda,393734,6 - 100001 até 500000,2 - Nordeste
PE,Orobó,23985,4 - 20001 até 50000,2 - Nordeste
PE,Orocó,15309,3 - 10001 até 20000,2 - Nordeste
PE,Ouricuri,70466,5 - 50001 até 100000,2 - Nordeste
PE,Palmares,63745,5 - 50001 até 100000,2 - Nordeste
PE,Palmeirina,7509,2 - 5001 até 10000,2 - Nordeste
PE,Panelas,26438,4 - 20001 até 50000,2 - Nordeste
PE,Paranatama,11608,3 - 10001 até 20000,2 - Nordeste
PE,Parnamirim,22198,4 - 20001 até 50000,2 - Nordeste
PE,Passira,28856,4 - 20001 até 50000,2 - Nordeste
PE,Paudalho,57346,5 - 50001 até 100000,2 - Nordeste
PE,Paulista,336919,6 - 100001 até 500000,2 - Nordeste
PE,Pedra,22716,4 - 20001 até 50000,2 - Nordeste
PE,Pesqueira,68067,5 - 50001 até 100000,2 - Nordeste
PE,Petrolândia,37246,4 - 20001 até 50000,2 - Nordeste
PE,Petrolina,359372,6 - 100001 até 500000,2 - Nordeste
PE,Poção,11308,3 - 10001 até 20000,2 - Nordeste
PE,Pombos,27204,4 - 20001 até 50000,2 - Nordeste
PE,Primavera,15231,3 - 10001 até 20000,2 - Nordeste
PE,Quipapá,26309,4 - 20001 até 50000,2 - Nordeste
PE,Quixaba,6796,2 - 5001 até 10000,2 - Nordeste
PE,Recife,1661017,7 - Maior que 500000,2 - Nordeste
PE,Riacho das Almas,20744,4 - 20001 até 50000,2 - Nordeste
PE,Ribeirão,47813,4 - 20001 até 50000,2 - Nordeste
PE,Rio Formoso,23719,4 - 20001 até 50000,2 - Nordeste
PE,Sairé,9600,2 - 5001 até 10000,2 - Nordeste
PE,Salgadinho,11214,3 - 10001 até 20000,2 - Nordeste
PE,Salgueiro,61561,5 - 50001 até 100000,2 - Nordeste
PE,Saloá,15880,3 - 10001 até 20000,2 - Nordeste
PE,Sanharó,27308,4 - 20001 até 50000,2 - Nordeste
PE,Santa Cruz,15713,3 - 10001 até 20000,2 - Nordeste
PE,Santa Cruz da Baixa Verde,12708,3 - 10001 até 20000,2 - Nordeste
PE,Santa Cruz do Capibaribe,111812,6 - 100001 até 500000,2 - Nordeste
PE,Santa Filomena,14645,3 - 10001 até 20000,2 - Nordeste
PE,Santa Maria da Boa Vista,42266,4 - 20001 até 50000,2 - Nordeste
PE,Santa Maria do Cambucá,14308,3 - 10001 até 20000,2 - Nordeste
PE,Santa Terezinha,11914,3 - 10001 até 20000,2 - Nordeste
PE,São Benedito do Sul,16239,3 - 10001 até 20000,2 - Nordeste
PE,São Bento do Una,60567,5 - 50001 até 100000,2 - Nordeste
PE,São Caitano,37488,4 - 20001 até 50000,2 - Nordeste
PE,São João,23002,4 - 20001 até 50000,2 - Nordeste
PE,São Joaquim do Monte,21439,4 - 20001 até 50000,2 - Nordeste
PE,São José da Coroa Grande,21868,4 - 20001 até 50000,2 - Nordeste
PE,São José do Belmonte,34082,4 - 20001 até 50000,2 - Nordeste
PE,São José do Egito,34210,4 - 20001 até 50000,2 - Nordeste
PE,São Lourenço da Mata,114910,6 - 100001 até 500000,2 - Nordeste
PE,São Vicente Férrer,18150,3 - 10001 até 20000,2 - Nordeste
PE,Serra Talhada,87467,5 - 50001 até 100000,2 - Nordeste
PE,Serrita,19226,3 - 10001 até 20000,2 - Nordeste
PE,Sertânia,36189,4 - 20001 até 50000,2 - Nordeste
PE,Sirinhaém,46845,4 - 20001 até 50000,2 - Nordeste
PE,Moreilândia,11269,3 - 10001 até 20000,2 - Nordeste
PE,Solidão,6034,2 - 5001 até 10000,2 - Nordeste
PE,Surubim,66192,5 - 50001 até 100000,2 - Nordeste
PE,Tabira,28860,4 - 20001 até 50000,2 - Nordeste
PE,Tacaimbó,12843,3 - 10001 até 20000,2 - Nordeste
PE,Tacaratu,26439,4 - 20001 até 50000,2 - Nordeste
PE,Tamandaré,23852,4 - 20001 até 50000,2 - Nordeste
PE,Taquaritinga do Norte,29472,4 - 20001 até 50000,2 - Nordeste
PE,Terezinha,7227,2 - 5001 até 10000,2 - Nordeste
PE,Terra Nova,10314,3 - 10001 até 20000,2 - Nordeste
PE,Timbaúba,52587,5 - 50001 até 100000,2 - Nordeste
PE,Toritama,47088,4 - 20001 até 50000,2 - Nordeste
PE,Tracunhaém,13856,3 - 10001 até 20000,2 - Nordeste
PE,Trindade,31103,4 - 20001 até 50000,2 - Nordeste
PE,Triunfo,15232,3 - 10001 até 20000,2 - Nordeste
PE,Tupanatinga,27793,4 - 20001 até 50000,2 - Nordeste
PE,Tuparetama,8266,2 - 5001 até 10000,2 - Nordeste
PE,Venturosa,18835,3 - 10001 até 20000,2 - Nordeste
PE,Verdejante,9572,2 - 5001 até 10000,2 - Nordeste
PE,Vertente do Lério,7526,2 - 5001 até 10000,2 - Nordeste
PE,Vertentes,21172,4 - 20001 até 50000,2 - Nordeste
PE,Vicência,32897,4 - 20001 até 50000,2 - Nordeste
PE,Vitória de Santo Antão,140389,6 - 100001 até 500000,2 - Nordeste
PE,Xexéu,14789,3 - 10001 até 20000,2 - Nordeste
AL,Água Branca,20263,4 - 20001 até 50000,2 - Nordeste
AL,Anadia,17507,3 - 10001 até 20000,2 - Nordeste
AL,Arapiraca,234309,6 - 100001 até 500000,2 - Nordeste
AL,Atalaia,47540,4 - 20001 até 50000,2 - Nordeste
AL,Barra de Santo Antônio,16201,3 - 10001 até 20000,2 - Nordeste
AL,Barra de São Miguel,8434,2 - 5001 até 10000,2 - Nordeste
AL,Batalha,18440,3 - 10001 até 20000,2 - Nordeste
AL,Belém,4226,1 - Até 5000,2 - Nordeste
AL,Belo Monte,6717,2 - 5001 até 10000,2 - Nordeste
AL,Boca da Mata,27429,4 - 20001 até 50000,2 - Nordeste
AL,Branquinha,10426,3 - 10001 até 20000,2 - Nordeste
AL,Cacimbinhas,10920,3 - 10001 até 20000,2 - Nordeste
AL,Cajueiro,21397,4 - 20001 até 50000,2 - Nordeste
AL,Campestre,6972,2 - 5001 até 10000,2 - Nordeste
AL,Campo Alegre,57997,5 - 50001 até 100000,2 - Nordeste
AL,Campo Grande,9576,2 - 5001 até 10000,2 - Nordeste
AL,Canapi,17715,3 - 10001 até 20000,2 - Nordeste
AL,Capela,16907,3 - 10001 até 20000,2 - Nordeste
AL,Carneiros,9568,2 - 5001 até 10000,2 - Nordeste
AL,Chã Preta,7311,2 - 5001 até 10000,2 - Nordeste
AL,Coité do Nóia,10594,3 - 10001 até 20000,2 - Nordeste
AL,Colônia Leopoldina,21935,4 - 20001 até 50000,2 - Nordeste
AL,Coqueiro Seco,5882,2 - 5001 até 10000,2 - Nordeste
AL,Coruripe,57647,5 - 50001 até 100000,2 - Nordeste
AL,Craíbas,24396,4 - 20001 até 50000,2 - Nordeste
AL,Delmiro Gouveia,52501,5 - 50001 até 100000,2 - Nordeste
AL,Dois Riachos,11059,3 - 10001 até 20000,2 - Nordeste
AL,Estrela de Alagoas,18304,3 - 10001 até 20000,2 - Nordeste
AL,Feira Grande,22192,4 - 20001 até 50000,2 - Nordeste
AL,Feliz Deserto,4803,1 - Até 5000,2 - Nordeste
AL,Flexeiras,12823,3 - 10001 até 20000,2 - Nordeste
AL,Girau do Ponciano,41549,4 - 20001 até 50000,2 - Nordeste
AL,Ibateguara,15637,3 - 10001 até 20000,2 - Nordeste
AL,Igaci,25596,4 - 20001 até 50000,2 - Nordeste
AL,Igreja Nova,24670,4 - 20001 até 50000,2 - Nordeste
AL,Inhapi,18398,3 - 10001 até 20000,2 - Nordeste
AL,Jacaré dos Homens,5185,2 - 5001 até 10000,2 - Nordeste
AL,Jacuípe,6992,2 - 5001 até 10000,2 - Nordeste
AL,Japaratinga,8444,2 - 5001 até 10000,2 - Nordeste
AL,Jaramataia,5751,2 - 5001 até 10000,2 - Nordeste
AL,Jequiá da Praia,11495,3 - 10001 até 20000,2 - Nordeste
AL,Joaquim Gomes,24167,4 - 20001 até 50000,2 - Nordeste
AL,Jundiá,4119,1 - Até 5000,2 - Nordeste
AL,Junqueiro,24716,4 - 20001 até 50000,2 - Nordeste
AL,Lagoa da Canoa,17692,3 - 10001 até 20000,2 - Nordeste
AL,Limoeiro de Anadia,28904,4 - 20001 até 50000,2 - Nordeste
AL,Maceió,1031597,7 - Maior que 500000,2 - Nordeste
AL,Major Isidoro,19923,3 - 10001 até 20000,2 - Nordeste
AL,Maragogi,33351,4 - 20001 até 50000,2 - Nordeste
AL,Maravilha,8850,2 - 5001 até 10000,2 - Nordeste
AL,Marechal Deodoro,52848,5 - 50001 até 100000,2 - Nordeste
AL,Maribondo,13123,3 - 10001 até 20000,2 - Nordeste
AL,Mar Vermelho,3474,1 - Até 5000,2 - Nordeste
AL,Mata Grande,25200,4 - 20001 até 50000,2 - Nordeste
AL,Matriz de Camaragibe,24627,4 - 20001 até 50000,2 - Nordeste
AL,Messias,18201,3 - 10001 até 20000,2 - Nordeste
AL,Minador do Negrão,5315,2 - 5001 até 10000,2 - Nordeste
AL,Monteirópolis,7171,2 - 5001 até 10000,2 - Nordeste
AL,Murici,28428,4 - 20001 até 50000,2 - Nordeste
AL,Novo Lino,12837,3 - 10001 até 20000,2 - Nordeste
AL,Olho dÁgua das Flores,21690,4 - 20001 até 50000,2 - Nordeste
AL,Olho dÁgua do Casado,9507,2 - 5001 até 10000,2 - Nordeste
AL,Olho dÁgua Grande,5133,2 - 5001 até 10000,2 - Nordeste
AL,Olivença,11681,3 - 10001 até 20000,2 - Nordeste
AL,Ouro Branco,11573,3 - 10001 até 20000,2 - Nordeste
AL,Palestina,5061,2 - 5001 até 10000,2 - Nordeste
AL,Palmeira dos Índios,73452,5 - 50001 até 100000,2 - Nordeste
AL,Pão de Açúcar,24307,4 - 20001 até 50000,2 - Nordeste
AL,Pariconha,10546,3 - 10001 até 20000,2 - Nordeste
AL,Paripueira,13484,3 - 10001 até 20000,2 - Nordeste
AL,Passo de Camaragibe,15270,3 - 10001 até 20000,2 - Nordeste
AL,Paulo Jacinto,7556,2 - 5001 até 10000,2 - Nordeste
AL,Penedo,64005,5 - 50001 até 100000,2 - Nordeste
AL,Piaçabuçu,17868,3 - 10001 até 20000,2 - Nordeste
AL,Pilar,35310,4 - 20001 até 50000,2 - Nordeste
AL,Pindoba,2903,1 - Até 5000,2 - Nordeste
AL,Piranhas,25324,4 - 20001 até 50000,2 - Nordeste
AL,Poço das Trincheiras,14447,3 - 10001 até 20000,2 - Nordeste
AL,Porto Calvo,27331,4 - 20001 até 50000,2 - Nordeste
AL,Porto de Pedras,7618,2 - 5001 até 10000,2 - Nordeste
AL,Porto Real do Colégio,20158,4 - 20001 até 50000,2 - Nordeste
AL,Quebrangulo,11202,3 - 10001 até 20000,2 - Nordeste
AL,Rio Largo,75662,5 - 50001 até 100000,2 - Nordeste
AL,Roteiro,6634,2 - 5001 até 10000,2 - Nordeste
AL,Santa Luzia do Norte,7344,2 - 5001 até 10000,2 - Nordeste
AL,Santana do Ipanema,47910,4 - 20001 até 50000,2 - Nordeste
AL,Santana do Mundaú,10637,3 - 10001 até 20000,2 - Nordeste
AL,São Brás,6977,2 - 5001 até 10000,2 - Nordeste
AL,São José da Laje,24064,4 - 20001 até 50000,2 - Nordeste
AL,São José da Tapera,32462,4 - 20001 até 50000,2 - Nordeste
AL,São Luís do Quitunde,34825,4 - 20001 até 50000,2 - Nordeste
AL,São Miguel dos Campos,62328,5 - 50001 até 100000,2 - Nordeste
AL,São Miguel dos Milagres,8073,2 - 5001 até 10000,2 - Nordeste
AL,São Sebastião,34424,4 - 20001 até 50000,2 - Nordeste
AL,Satuba,14042,3 - 10001 até 20000,2 - Nordeste
AL,Senador Rui Palmeira,13893,3 - 10001 até 20000,2 - Nordeste
AL,Tanque dArca,6115,2 - 5001 até 10000,2 - Nordeste
AL,Taquarana,20162,4 - 20001 até 50000,2 - Nordeste
AL,Teotônio Vilela,44570,4 - 20001 até 50000,2 - Nordeste
AL,Traipu,27934,4 - 20001 até 50000,2 - Nordeste
AL,União dos Palmares,65963,5 - 50001 até 100000,2 - Nordeste
AL,Viçosa,25655,4 - 20001 até 50000,2 - Nordeste
SE,Amparo de São Francisco,2386,1 - Até 5000,2 - Nordeste
SE,Aquidabã,21796,4 - 20001 até 50000,2 - Nordeste
SE,Aracaju,672614,7 - Maior que 500000,2 - Nordeste
SE,Arauá,9840,2 - 5001 até 10000,2 - Nordeste
SE,Areia Branca,18825,3 - 10001 até 20000,2 - Nordeste
SE,Barra dos Coqueiros,31439,4 - 20001 até 50000,2 - Nordeste
SE,Boquim,26980,4 - 20001 até 50000,2 - Nordeste
SE,Brejo Grande,8396,2 - 5001 até 10000,2 - Nordeste
SE,Campo do Brito,18325,3 - 10001 até 20000,2 - Nordeste
SE,Canhoba,4003,1 - Até 5000,2 - Nordeste
SE,Canindé de São Francisco,30894,4 - 20001 até 50000,2 - Nordeste
SE,Capela,34808,4 - 20001 até 50000,2 - Nordeste
SE,Carira,22393,4 - 20001 até 50000,2 - Nordeste
SE,Carmópolis,17232,3 - 10001 até 20000,2 - Nordeste
SE,Cedro de São João,5929,2 - 5001 até 10000,2 - Nordeste
SE,Cristinápolis,18181,3 - 10001 até 20000,2 - Nordeste
SE,Cumbe,4008,1 - Até 5000,2 - Nordeste
SE,Divina Pastora,5290,2 - 5001 até 10000,2 - Nordeste
SE,Estância,69919,5 - 50001 até 100000,2 - Nordeste
SE,Feira Nova,5617,2 - 5001 até 10000,2 - Nordeste
SE,Frei Paulo,15688,3 - 10001 até 20000,2 - Nordeste
SE,Gararu,11599,3 - 10001 até 20000,2 - Nordeste
SE,General Maynard,3421,1 - Até 5000,2 - Nordeste
SE,Graccho Cardoso,5831,2 - 5001 até 10000,2 - Nordeste
SE,Ilha das Flores,8522,2 - 5001 até 10000,2 - Nordeste
SE,Indiaroba,18337,3 - 10001 até 20000,2 - Nordeste
SE,Itabaiana,96839,5 - 50001 até 100000,2 - Nordeste
SE,Itabaianinha,42399,4 - 20001 até 50000,2 - Nordeste
SE,Itabi,4869,1 - Até 5000,2 - Nordeste
SE,Itaporanga dAjuda,35054,4 - 20001 até 50000,2 - Nordeste
SE,Japaratuba,19067,3 - 10001 até 20000,2 - Nordeste
SE,Japoatã,13422,3 - 10001 até 20000,2 - Nordeste
SE,Lagarto,106015,6 - 100001 até 500000,2 - Nordeste
SE,Laranjeiras,30327,4 - 20001 até 50000,2 - Nordeste
SE,Macambira,7002,2 - 5001 até 10000,2 - Nordeste
SE,Malhada dos Bois,3715,1 - Até 5000,2 - Nordeste
SE,Malhador,12689,3 - 10001 até 20000,2 - Nordeste
SE,Maruim,17328,3 - 10001 até 20000,2 - Nordeste
SE,Moita Bonita,11361,3 - 10001 até 20000,2 - Nordeste
SE,Monte Alegre de Sergipe,15315,3 - 10001 até 20000,2 - Nordeste
SE,Muribeca,7653,2 - 5001 até 10000,2 - Nordeste
SE,Neópolis,18688,3 - 10001 até 20000,2 - Nordeste
SE,Nossa Senhora Aparecida,8822,2 - 5001 até 10000,2 - Nordeste
SE,Nossa Senhora da Glória,37715,4 - 20001 até 50000,2 - Nordeste
SE,Nossa Senhora das Dores,26957,4 - 20001 até 50000,2 - Nordeste
SE,Nossa Senhora de Lourdes,6509,2 - 5001 até 10000,2 - Nordeste
SE,Nossa Senhora do Socorro,187733,6 - 100001 até 500000,2 - Nordeste
SE,Pacatuba,14650,3 - 10001 até 20000,2 - Nordeste
SE,Pedra Mole,3309,1 - Até 5000,2 - Nordeste
SE,Pedrinhas,9727,2 - 5001 até 10000,2 - Nordeste
SE,Pinhão,6678,2 - 5001 até 10000,2 - Nordeste
SE,Pirambu,9436,2 - 5001 até 10000,2 - Nordeste
SE,Poço Redondo,35461,4 - 20001 até 50000,2 - Nordeste
SE,Poço Verde,24003,4 - 20001 até 50000,2 - Nordeste
SE,Porto da Folha,28788,4 - 20001 até 50000,2 - Nordeste
SE,Propriá,29756,4 - 20001 até 50000,2 - Nordeste
SE,Riachão do Dantas,19813,3 - 10001 até 20000,2 - Nordeste
SE,Riachuelo,10354,3 - 10001 até 20000,2 - Nordeste
SE,Ribeirópolis,18891,3 - 10001 até 20000,2 - Nordeste
SE,Rosário do Catete,11158,3 - 10001 até 20000,2 - Nordeste
SE,Salgado,20051,4 - 20001 até 50000,2 - Nordeste
SE,Santa Luzia do Itanhy,14205,3 - 10001 até 20000,2 - Nordeste
SE,Santana do São Francisco,7906,2 - 5001 até 10000,2 - Nordeste
SE,Santa Rosa de Lima,3933,1 - Até 5000,2 - Nordeste
SE,Santo Amaro das Brotas,12200,3 - 10001 até 20000,2 - Nordeste
SE,São Cristóvão,92090,5 - 50001 até 100000,2 - Nordeste
SE,São Domingos,11276,3 - 10001 até 20000,2 - Nordeste
SE,São Francisco,3837,1 - Até 5000,2 - Nordeste
SE,São Miguel do Aleixo,3964,1 - Até 5000,2 - Nordeste
SE,Simão Dias,40724,4 - 20001 até 50000,2 - Nordeste
SE,Siriri,9046,2 - 5001 até 10000,2 - Nordeste
SE,Telha,3271,1 - Até 5000,2 - Nordeste
SE,Tobias Barreto,52861,5 - 50001 até 100000,2 - Nordeste
SE,Tomar do Geru,13534,3 - 10001 até 20000,2 - Nordeste
SE,Umbaúba,25800,4 - 20001 até 50000,2 - Nordeste
BA,Abaíra,8681,2 - 5001 até 10000,2 - Nordeste
BA,Abaré,20594,4 - 20001 até 50000,2 - Nordeste
BA,Acajutiba,15214,3 - 10001 até 20000,2 - Nordeste
BA,Adustina,17209,3 - 10001 até 20000,2 - Nordeste
BA,Água Fria,17096,3 - 10001 até 20000,2 - Nordeste
BA,Érico Cardoso,10513,3 - 10001 até 20000,2 - Nordeste
BA,Aiquara,4387,1 - Até 5000,2 - Nordeste
BA,Alagoinhas,153023,6 - 100001 até 500000,2 - Nordeste
BA,Alcobaça,22509,4 - 20001 até 50000,2 - Nordeste
BA,Almadina,5273,2 - 5001 até 10000,2 - Nordeste
BA,Amargosa,37631,4 - 20001 até 50000,2 - Nordeste
BA,Amélia Rodrigues,24997,4 - 20001 até 50000,2 - Nordeste
BA,América Dourada,16086,3 - 10001 até 20000,2 - Nordeste
BA,Anagé,21229,4 - 20001 até 50000,2 - Nordeste
BA,Andaraí,13122,3 - 10001 até 20000,2 - Nordeste
BA,Andorinha,14416,3 - 10001 até 20000,2 - Nordeste
BA,Angical,13902,3 - 10001 até 20000,2 - Nordeste
BA,Anguera,11369,3 - 10001 até 20000,2 - Nordeste
BA,Antas,19659,3 - 10001 até 20000,2 - Nordeste
BA,Antônio Cardoso,11670,3 - 10001 até 20000,2 - Nordeste
BA,Antônio Gonçalves,11955,3 - 10001 até 20000,2 - Nordeste
BA,Aporá,17840,3 - 10001 até 20000,2 - Nordeste
BA,Apuarema,7274,2 - 5001 até 10000,2 - Nordeste
BA,Aracatu,12960,3 - 10001 até 20000,2 - Nordeste
BA,Araçás,12237,3 - 10001 até 20000,2 - Nordeste
BA,Araci,54903,5 - 50001 até 100000,2 - Nordeste
BA,Aramari,11519,3 - 10001 até 20000,2 - Nordeste
BA,Arataca,10904,3 - 10001 até 20000,2 - Nordeste
BA,Aratuípe,8848,2 - 5001 até 10000,2 - Nordeste
BA,Aurelino Leal,11079,3 - 10001 até 20000,2 - Nordeste
BA,Baianópolis,13979,3 - 10001 até 20000,2 - Nordeste
BA,Baixa Grande,20431,4 - 20001 até 50000,2 - Nordeste
BA,Banzaê,13251,3 - 10001 até 20000,2 - Nordeste
BA,Barra,54225,5 - 50001 até 100000,2 - Nordeste
BA,Barra da Estiva,20198,4 - 20001 até 50000,2 - Nordeste
BA,Barra do Choça,30831,4 - 20001 até 50000,2 - Nordeste
BA,Barra do Mendes,13128,3 - 10001 até 20000,2 - Nordeste
BA,Barra do Rocha,5515,2 - 5001 até 10000,2 - Nordeste
BA,Barreiras,158432,6 - 100001 até 500000,2 - Nordeste
BA,Barro Alto,15171,3 - 10001 até 20000,2 - Nordeste
BA,Barrocas,16225,3 - 10001 até 20000,2 - Nordeste
BA,Barro Preto,5312,2 - 5001 até 10000,2 - Nordeste
BA,Belmonte,23540,4 - 20001 até 50000,2 - Nordeste
BA,Belo Campo,17013,3 - 10001 até 20000,2 - Nordeste
BA,Biritinga,15989,3 - 10001 até 20000,2 - Nordeste
BA,Boa Nova,12039,3 - 10001 até 20000,2 - Nordeste
BA,Boa Vista do Tupim,18491,3 - 10001 até 20000,2 - Nordeste
BA,Bom Jesus da Lapa,70151,5 - 50001 até 100000,2 - Nordeste
BA,Bom Jesus da Serra,9768,2 - 5001 até 10000,2 - Nordeste
BA,Boninal,14518,3 - 10001 até 20000,2 - Nordeste
BA,Bonito,16999,3 - 10001 até 20000,2 - Nordeste
BA,Boquira,21486,4 - 20001 até 50000,2 - Nordeste
BA,Botuporã,10050,3 - 10001 até 20000,2 - Nordeste
BA,Brejões,14155,3 - 10001 até 20000,2 - Nordeste
BA,Brejolândia,10675,3 - 10001 até 20000,2 - Nordeste
BA,Brotas de Macaúbas,10705,3 - 10001 até 20000,2 - Nordeste
BA,Brumado,67468,5 - 50001 até 100000,2 - Nordeste
BA,Buerarema,18269,3 - 10001 até 20000,2 - Nordeste
BA,Buritirama,21374,4 - 20001 até 50000,2 - Nordeste
BA,Caatiba,6232,2 - 5001 até 10000,2 - Nordeste
BA,Cabaceiras do Paraguaçu,19010,3 - 10001 até 20000,2 - Nordeste
BA,Cachoeira,33659,4 - 20001 até 50000,2 - Nordeste
BA,Caculé,23407,4 - 20001 até 50000,2 - Nordeste
BA,Caém,8912,2 - 5001 até 10000,2 - Nordeste
BA,Caetanos,14671,3 - 10001 até 20000,2 - Nordeste
BA,Caetité,51184,5 - 50001 até 100000,2 - Nordeste
BA,Cafarnaum,18585,3 - 10001 até 20000,2 - Nordeste
BA,Cairu,18666,3 - 10001 até 20000,2 - Nordeste
BA,Caldeirão Grande,13452,3 - 10001 até 20000,2 - Nordeste
BA,Camacan,32023,4 - 20001 até 50000,2 - Nordeste
BA,Camaçari,309208,6 - 100001 até 500000,2 - Nordeste
BA,Camamu,35444,4 - 20001 até 50000,2 - Nordeste
BA,Campo Alegre de Lourdes,28839,4 - 20001 até 50000,2 - Nordeste
BA,Campo Formoso,71754,5 - 50001 até 100000,2 - Nordeste
BA,Canápolis,9694,2 - 5001 até 10000,2 - Nordeste
BA,Canarana,26468,4 - 20001 até 50000,2 - Nordeste
BA,Canavieiras,30722,4 - 20001 até 50000,2 - Nordeste
BA,Candeal,8109,2 - 5001 até 10000,2 - Nordeste
BA,Candeias,87820,5 - 50001 até 100000,2 - Nordeste
BA,Candiba,14415,3 - 10001 até 20000,2 - Nordeste
BA,Cândido Sales,24921,4 - 20001 até 50000,2 - Nordeste
BA,Cansanção,34929,4 - 20001 até 50000,2 - Nordeste
BA,Canudos,16832,3 - 10001 até 20000,2 - Nordeste
BA,Capela do Alto Alegre,11597,3 - 10001 até 20000,2 - Nordeste
BA,Capim Grosso,31055,4 - 20001 até 50000,2 - Nordeste
BA,Caraíbas,8659,2 - 5001 até 10000,2 - Nordeste
BA,Caravelas,22166,4 - 20001 até 50000,2 - Nordeste
BA,Cardeal da Silva,9395,2 - 5001 até 10000,2 - Nordeste
BA,Carinhanha,29118,4 - 20001 até 50000,2 - Nordeste
BA,Casa Nova,73092,5 - 50001 até 100000,2 - Nordeste
BA,Castro Alves,26369,4 - 20001 até 50000,2 - Nordeste
BA,Catolândia,3619,1 - Até 5000,2 - Nordeste
BA,Catu,55222,5 - 50001 até 100000,2 - Nordeste
BA,Caturama,9303,2 - 5001 até 10000,2 - Nordeste
BA,Central,17293,3 - 10001 até 20000,2 - Nordeste
BA,Chorrochó,11221,3 - 10001 até 20000,2 - Nordeste
BA,Cícero Dantas,32636,4 - 20001 até 50000,2 - Nordeste
BA,Cipó,17402,3 - 10001 até 20000,2 - Nordeste
BA,Coaraci,16128,3 - 10001 até 20000,2 - Nordeste
BA,Cocos,18835,3 - 10001 até 20000,2 - Nordeste
BA,Conceição da Feira,22933,4 - 20001 até 50000,2 - Nordeste
BA,Conceição do Almeida,17087,3 - 10001 até 20000,2 - Nordeste
BA,Conceição do Coité,67394,5 - 50001 até 100000,2 - Nordeste
BA,Conceição do Jacuípe,33631,4 - 20001 até 50000,2 - Nordeste
BA,Conde,26223,4 - 20001 até 50000,2 - Nordeste
BA,Condeúba,17113,3 - 10001 até 20000,2 - Nordeste
BA,Contendas do Sincorá,4025,1 - Até 5000,2 - Nordeste
BA,Coração de Maria,22391,4 - 20001 até 50000,2 - Nordeste
BA,Cordeiros,8667,2 - 5001 até 10000,2 - Nordeste
BA,Coribe,14108,3 - 10001 até 20000,2 - Nordeste
BA,Coronel João Sá,15549,3 - 10001 até 20000,2 - Nordeste
BA,Correntina,32243,4 - 20001 até 50000,2 - Nordeste
